Scenario,Country,Gender,Age,MinMax,HumNutrR,value
Circular,NL,Female,4_8_Years,Min,Mg,230
Circular,NL,Female,9_13_Years,Min,Mg,246
Circular,NL,Female,70_Years,Min,Mg,300
Circular,NL,Male,9_13_Years,Min,Mg,300
Circular,NL,Male,1_3_Years,Min,Na,0
Circular,NL,Male,4_8_Years,Min,Na,0
Circular,NL,Male,9_13_Years,Min,Na,0
Circular,NL,Male,14_18_Years,Min,Na,0
Circular,NL,Male,19_30_Years,Min,Na,0
Circular,NL,Male,31_50_Years,Min,Na,0
Circular,NL,Male,51_69_Years,Min,Na,0
Circular,NL,Male,70_Years,Min,Na,0
Circular,NL,Female,1_3_Years,Min,Na,0
Circular,NL,Female,4_8_Years,Min,Na,0
Circular,NL,Female,9_13_Years,Min,Na,0
Circular,NL,Female,14_18_Years,Min,Na,0
Circular,NL,Female,19_30_Years,Min,Na,0
Circular,NL,Female,31_50_Years,Min,Na,0
Circular,NL,Female,51_69_Years,Min,Na,0
Circular,NL,Female,70_Years,Min,Na,0
Circular,NL,Male,1_3_Years,Max,Na,1200
Circular,NL,Female,1_3_Years,Max,Na,1200
Circular,NL,Male,14_18_Years,Max,Na,2400
Circular,NL,Female,14_18_Years,Max,Na,2400
Circular,NL,Male,19_30_Years,Max,Na,2400
Circular,NL,Female,19_30_Years,Max,Na,2400
Circular,NL,Male,31_50_Years,Max,Na,2400
Circular,NL,Female,31_50_Years,Max,Na,2400
Circular,NL,Male,4_8_Years,Max,Na,1800
Circular,NL,Female,4_8_Years,Max,Na,1800
Circular,NL,Male,51_69_Years,Max,Na,2400
Circular,NL,Female,51_69_Years,Max,Na,2400
Circular,NL,Male,70_Years,Max,Na,2400
Circular,NL,Female,70_Years,Max,Na,2400
Circular,NL,Male,9_13_Years,Max,Na,2400
Circular,NL,Female,9_13_Years,Max,Na,2400
Circular,NL,Male,1_3_Years,Min,P,250
Circular,NL,Female,1_3_Years,Min,P,250
Circular,NL,Male,4_8_Years,Min,P,440
Circular,NL,Female,4_8_Years,Min,P,440
Circular,NL,Male,9_13_Years,Min,P,560
Circular,NL,Male,14_18_Years,Min,P,640
Circular,NL,Male,19_30_Years,Min,P,550
Circular,NL,Male,31_50_Years,Min,P,550
Circular,NL,Male,51_69_Years,Min,P,550
Circular,NL,Male,70_Years,Min,P,550
Circular,NL,Female,9_13_Years,Min,P,560
Circular,NL,Female,14_18_Years,Min,P,640
Circular,NL,Female,19_30_Years,Min,P,550
Circular,NL,Female,31_50_Years,Min,P,550
Circular,NL,Female,51_69_Years,Min,P,550
Circular,NL,Female,70_Years,Min,P,550
Circular,NL,Male,1_3_Years,Min,SAA,346
Circular,NL,Male,4_8_Years,Min,SAA,520
Circular,NL,Male,9_13_Years,Min,SAA,881
Circular,NL,Male,14_18_Years,Min,SAA,1374
Circular,NL,Male,19_30_Years,Min,SAA,1498
Circular,NL,Male,31_50_Years,Min,SAA,1611
Circular,NL,Male,51_69_Years,Min,SAA,1648
Circular,NL,Male,70_Years,Min,SAA,1547
Circular,NL,Female,1_3_Years,Min,SAA,336
Circular,NL,Female,4_8_Years,Min,SAA,495
Circular,NL,Female,9_13_Years,Min,SAA,871
Circular,NL,Female,14_18_Years,Min,SAA,1171
Circular,NL,Female,19_30_Years,Min,SAA,1304
Circular,NL,Female,31_50_Years,Min,SAA,1371
Circular,NL,Female,51_69_Years,Min,SAA,1389
Circular,NL,Female,70_Years,Min,SAA,1336
Circular,NL,Male,1_3_Years,Min,SAA_D,346
Circular,NL,Male,4_8_Years,Min,SAA_D,520
Circular,NL,Male,9_13_Years,Min,SAA_D,881
Circular,NL,Male,14_18_Years,Min,SAA_D,1374
Circular,NL,Male,19_30_Years,Min,SAA_D,1498
Circular,NL,Male,31_50_Years,Min,SAA_D,1611
Circular,NL,Male,51_69_Years,Min,SAA_D,1648
Circular,NL,Male,70_Years,Min,SAA_D,1547
Circular,NL,Female,1_3_Years,Min,SAA_D,336
Circular,NL,Female,4_8_Years,Min,SAA_D,495
Circular,NL,Female,9_13_Years,Min,SAA_D,871
Circular,NL,Female,14_18_Years,Min,SAA_D,1171
Circular,NL,Female,19_30_Years,Min,SAA_D,1304
Circular,NL,Female,31_50_Years,Min,SAA_D,1371
Circular,NL,Female,51_69_Years,Min,SAA_D,1389
Circular,NL,Female,70_Years,Min,SAA_D,1336
Circular,NL,Male,1_3_Years,Min,Thr,375
Circular,NL,Male,14_18_Years,Min,Thr,1460
Circular,NL,Male,19_30_Years,Min,Thr,1498
Circular,NL,Male,31_50_Years,Min,Thr,1611
Circular,NL,Male,4_8_Years,Min,Thr,551
Circular,NL,Male,51_69_Years,Min,Thr,1648
Circular,NL,Male,70_Years,Min,Thr,1547
Circular,NL,Male,9_13_Years,Min,Thr,933
Circular,NL,Female,1_3_Years,Min,Thr,364
Circular,NL,Female,14_18_Years,Min,Thr,1244
Circular,NL,Female,19_30_Years,Min,Thr,1304
Circular,NL,Female,31_50_Years,Min,Thr,1371
Circular,NL,Female,4_8_Years,Min,Thr,524
Circular,NL,Female,51_69_Years,Min,Thr,1389
Circular,NL,Female,70_Years,Min,Thr,1336
Circular,NL,Female,9_13_Years,Min,Thr,922
Circular,NL,Male,1_3_Years,Min,Thr_D,375
Circular,NL,Male,14_18_Years,Min,Thr_D,1460
Circular,NL,Male,19_30_Years,Min,Thr_D,1498
Circular,NL,Male,31_50_Years,Min,Thr_D,1611
Circular,NL,Male,4_8_Years,Min,Thr_D,551
Circular,NL,Male,51_69_Years,Min,Thr_D,1648
Circular,NL,Male,70_Years,Min,Thr_D,1547
Circular,NL,Male,9_13_Years,Min,Thr_D,933
Circular,NL,Female,1_3_Years,Min,Thr_D,364
Circular,NL,Female,14_18_Years,Min,Thr_D,1244
Circular,NL,Female,19_30_Years,Min,Thr_D,1304
Circular,NL,Female,31_50_Years,Min,Thr_D,1371
Circular,NL,Female,4_8_Years,Min,Thr_D,524
Circular,NL,Female,51_69_Years,Min,Thr_D,1389
Circular,NL,Female,70_Years,Min,Thr_D,1336
Circular,NL,Female,9_13_Years,Min,Thr_D,922
Circular,NL,Male,51_69_Years,Min,Trp,440
Circular,NL,Male,1_3_Years,Min,Trp,95
Circular,NL,Male,14_18_Years,Min,Trp,378
Circular,NL,Male,19_30_Years,Min,Trp,399
Circular,NL,Male,31_50_Years,Min,Trp,430
Circular,NL,Male,4_8_Years,Min,Trp,147
Circular,NL,Male,70_Years,Min,Trp,413
Circular,NL,Male,9_13_Years,Min,Trp,249
Circular,NL,Female,1_3_Years,Min,Trp,93
Circular,NL,Female,14_18_Years,Min,Trp,322
Circular,NL,Female,19_30_Years,Min,Trp,348
Circular,NL,Female,31_50_Years,Min,Trp,366
Circular,NL,Female,4_8_Years,Min,Trp,140
Circular,NL,Female,51_69_Years,Min,Trp,370
Circular,NL,Female,70_Years,Min,Trp,356
Circular,NL,Female,9_13_Years,Min,Trp,246
Circular,NL,Male,51_69_Years,Min,Trp_D,440
Circular,NL,Male,1_3_Years,Min,Trp_D,95
Circular,NL,Male,14_18_Years,Min,Trp_D,378
Circular,NL,Male,19_30_Years,Min,Trp_D,399
Circular,NL,Male,31_50_Years,Min,Trp_D,430
Circular,NL,Male,4_8_Years,Min,Trp_D,147
Circular,NL,Male,70_Years,Min,Trp_D,413
Circular,NL,Male,9_13_Years,Min,Trp_D,249
Circular,NL,Female,1_3_Years,Min,Trp_D,93
Circular,NL,Female,14_18_Years,Min,Trp_D,322
Circular,NL,Female,19_30_Years,Min,Trp_D,348
Circular,NL,Female,31_50_Years,Min,Trp_D,366
Circular,NL,Female,4_8_Years,Min,Trp_D,140
Circular,NL,Female,51_69_Years,Min,Trp_D,370
Circular,NL,Female,70_Years,Min,Trp_D,356
Circular,NL,Female,9_13_Years,Min,Trp_D,246
Circular,NL,Male,1_3_Years,Min,Val,573
Circular,NL,Male,4_8_Years,Min,Val,887
Circular,NL,Male,9_13_Years,Min,Val,1503
Circular,NL,Male,14_18_Years,Min,Val,2404
Circular,NL,Male,19_30_Years,Min,Val,2596
Circular,NL,Male,31_50_Years,Min,Val,2792
Circular,NL,Male,51_69_Years,Min,Val,2857
Circular,NL,Male,70_Years,Min,Val,2682
Circular,NL,Female,1_3_Years,Min,Val,557
Circular,NL,Female,4_8_Years,Min,Val,845
Circular,NL,Female,9_13_Years,Min,Val,1485
Circular,NL,Female,14_18_Years,Min,Val,2049
Circular,NL,Female,19_30_Years,Min,Val,2260
Circular,NL,Female,31_50_Years,Min,Val,2377
Circular,NL,Female,51_69_Years,Min,Val,2408
Circular,NL,Female,70_Years,Min,Val,2315
Circular,NL,Male,1_3_Years,Min,Val_D,573
Circular,NL,Male,4_8_Years,Min,Val_D,887
Circular,NL,Male,9_13_Years,Min,Val_D,1503
Circular,NL,Male,14_18_Years,Min,Val_D,2404
Circular,NL,Male,19_30_Years,Min,Val_D,2596
Circular,NL,Male,31_50_Years,Min,Val_D,2792
Circular,NL,Male,51_69_Years,Min,Val_D,2857
Circular,NL,Male,70_Years,Min,Val_D,2682
Circular,NL,Female,1_3_Years,Min,Val_D,557
Circular,NL,Female,4_8_Years,Min,Val_D,845
Circular,NL,Female,9_13_Years,Min,Val_D,1485
Circular,NL,Female,14_18_Years,Min,Val_D,2049
Circular,NL,Female,19_30_Years,Min,Val_D,2260
Circular,NL,Female,31_50_Years,Min,Val_D,2377
Circular,NL,Female,51_69_Years,Min,Val_D,2408
Circular,NL,Female,70_Years,Min,Val_D,2315
Circular,NL,Female,1_3_Years,Min,Vit_A,250
Circular,NL,Male,14_18_Years,Min,Vit_A,900
Circular,NL,Male,19_30_Years,Min,Vit_A,900
Circular,NL,Male,31_50_Years,Min,Vit_A,900
Circular,NL,Male,51_69_Years,Min,Vit_A,900
Circular,NL,Male,70_Years,Min,Vit_A,900
Circular,NL,Male,1_3_Years,Min,Vit_A,350
Circular,NL,Male,4_8_Years,Min,Vit_A,400
Circular,NL,Female,4_8_Years,Min,Vit_A,340
Circular,NL,Female,9_13_Years,Min,Vit_A,520
Circular,NL,Female,14_18_Years,Min,Vit_A,650
Circular,NL,Female,19_30_Years,Min,Vit_A,650
Circular,NL,Female,31_50_Years,Min,Vit_A,650
Circular,NL,Female,51_69_Years,Min,Vit_A,650
Circular,NL,Female,70_Years,Min,Vit_A,650
Circular,NL,Male,9_13_Years,Min,Vit_A,600
Circular,NL,Male,19_30_Years,Min,Vit_B1,1
Circular,NL,Male,1_3_Years,Min,Vit_B1,0.4
Circular,NL,Male,4_8_Years,Min,Vit_B1,0.7
Circular,NL,Male,9_13_Years,Min,Vit_B1,0.9
Circular,NL,Male,14_18_Years,Min,Vit_B1,1.1
Circular,NL,Male,31_50_Years,Min,Vit_B1,0.9
Circular,NL,Male,51_69_Years,Min,Vit_B1,0.9
Circular,NL,Male,70_Years,Min,Vit_B1,0.8
Circular,NL,Female,1_3_Years,Min,Vit_B1,0.4
Circular,NL,Female,4_8_Years,Min,Vit_B1,0.6
Circular,NL,Female,9_13_Years,Min,Vit_B1,0.8
Circular,NL,Female,14_18_Years,Min,Vit_B1,0.9
Circular,NL,Female,19_30_Years,Min,Vit_B1,0.8
Circular,NL,Female,31_50_Years,Min,Vit_B1,0.8
Circular,NL,Female,51_69_Years,Min,Vit_B1,0.7
Circular,NL,Female,70_Years,Min,Vit_B1,0.7
Circular,NL,Male,1_3_Years,Min,Vit_B12,1.5
Circular,NL,Female,1_3_Years,Min,Vit_B12,1.5
Circular,NL,Male,14_18_Years,Min,Vit_B12,4
Circular,NL,Female,14_18_Years,Min,Vit_B12,4
Circular,NL,Male,19_30_Years,Min,Vit_B12,4
Circular,NL,Female,19_30_Years,Min,Vit_B12,4
Circular,NL,Male,31_50_Years,Min,Vit_B12,4
Circular,NL,Female,31_50_Years,Min,Vit_B12,4
Circular,NL,Male,4_8_Years,Min,Vit_B12,1.9
Circular,NL,Female,4_8_Years,Min,Vit_B12,1.9
Circular,NL,Male,51_69_Years,Min,Vit_B12,4
Circular,NL,Female,51_69_Years,Min,Vit_B12,4
Circular,NL,Male,70_Years,Min,Vit_B12,4
Circular,NL,Female,70_Years,Min,Vit_B12,4
Circular,NL,Male,9_13_Years,Min,Vit_B12,3.1
Circular,NL,Female,9_13_Years,Min,Vit_B12,3.1
Circular,NL,Male,1_3_Years,Min,Vit_B2,0.6
Circular,NL,Male,4_8_Years,Min,Vit_B2,0.8
Circular,NL,Male,9_13_Years,Min,Vit_B2,1.2
Circular,NL,Male,14_18_Years,Min,Vit_B2,1.6
Circular,NL,Male,19_30_Years,Min,Vit_B2,1.6
Circular,NL,Male,31_50_Years,Min,Vit_B2,1.6
Circular,NL,Male,51_69_Years,Min,Vit_B2,1.6
Circular,NL,Male,70_Years,Min,Vit_B2,1.6
Circular,NL,Female,1_3_Years,Min,Vit_B2,0.6
Circular,NL,Female,4_8_Years,Min,Vit_B2,0.8
Circular,NL,Female,9_13_Years,Min,Vit_B2,1.2
Circular,NL,Female,14_18_Years,Min,Vit_B2,1.6
Circular,NL,Female,19_30_Years,Min,Vit_B2,1.6
Circular,NL,Female,31_50_Years,Min,Vit_B2,1.6
Circular,NL,Female,51_69_Years,Min,Vit_B2,1.6
Circular,NL,Female,70_Years,Min,Vit_B2,1.6
Circular,NL,Male,1_3_Years,Min,Vit_B3,7
Circular,NL,Female,19_30_Years,Min,Vit_B3,13
Circular,NL,Female,1_3_Years,Min,Vit_B3,6
Circular,NL,Female,4_8_Years,Min,Vit_B3,9
Circular,NL,Male,4_8_Years,Min,Vit_B3,12
Circular,NL,Female,14_18_Years,Min,Vit_B3,15
Circular,NL,Male,14_18_Years,Min,Vit_B3,18
Circular,NL,Male,51_69_Years,Min,Vit_B3,14
Circular,NL,Male,70_Years,Min,Vit_B3,13
Circular,NL,Male,19_30_Years,Min,Vit_B3,16
Circular,NL,Female,31_50_Years,Min,Vit_B3,12
Circular,NL,Male,31_50_Years,Min,Vit_B3,15
Circular,NL,Female,51_69_Years,Min,Vit_B3,11
Circular,NL,Female,70_Years,Min,Vit_B3,11
Circular,NL,Female,9_13_Years,Min,Vit_B3,13
Circular,NL,Male,9_13_Years,Min,Vit_B3,14
Circular,NL,Female,1_3_Years,Max,Vit_B3,150
Circular,NL,Male,1_3_Years,Max,Vit_B3,150
Circular,NL,Female,14_18_Years,Max,Vit_B3,700
Circular,NL,Male,14_18_Years,Max,Vit_B3,700
Circular,NL,Male,19_30_Years,Max,Vit_B3,900
Circular,NL,Female,19_30_Years,Max,Vit_B3,900
Circular,NL,Male,31_50_Years,Max,Vit_B3,900
Circular,NL,Female,31_50_Years,Max,Vit_B3,900
Circular,NL,Female,4_8_Years,Max,Vit_B3,272
Circular,NL,Male,4_8_Years,Max,Vit_B3,272
Circular,NL,Male,51_69_Years,Max,Vit_B3,900
Circular,NL,Female,51_69_Years,Max,Vit_B3,900
Circular,NL,Male,70_Years,Max,Vit_B3,900
Circular,NL,Female,70_Years,Max,Vit_B3,900
Circular,NL,Female,9_13_Years,Max,Vit_B3,440
Circular,NL,Male,9_13_Years,Max,Vit_B3,440
Circular,NL,Male,1_3_Years,Min,Vit_B6,0.6
Circular,NL,Male,4_8_Years,Min,Vit_B6,0.8
Circular,NL,Male,9_13_Years,Min,Vit_B6,1.2
Circular,NL,Male,14_18_Years,Min,Vit_B6,1.7
Circular,NL,Male,19_30_Years,Min,Vit_B6,1.7
Circular,NL,Male,31_50_Years,Min,Vit_B6,1.7
Circular,NL,Male,51_69_Years,Min,Vit_B6,1.7
Circular,NL,Male,70_Years,Min,Vit_B6,1.7
Circular,NL,Female,1_3_Years,Min,Vit_B6,0.6
Circular,NL,Female,4_8_Years,Min,Vit_B6,0.8
Circular,NL,Female,9_13_Years,Min,Vit_B6,1.2
Circular,NL,Female,14_18_Years,Min,Vit_B6,1.6
Circular,NL,Female,19_30_Years,Min,Vit_B6,1.6
Circular,NL,Female,31_50_Years,Min,Vit_B6,1.6
Circular,NL,Female,51_69_Years,Min,Vit_B6,1.6
Circular,NL,Female,70_Years,Min,Vit_B6,1.6
Circular,NL,Male,1_3_Years,Max,Vit_B6,5
Circular,NL,Female,1_3_Years,Max,Vit_B6,5
Circular,NL,Male,14_18_Years,Max,Vit_B6,20
Circular,NL,Female,14_18_Years,Max,Vit_B6,20
Circular,NL,Male,19_30_Years,Max,Vit_B6,25
Circular,NL,Female,19_30_Years,Max,Vit_B6,25
Circular,NL,Male,31_50_Years,Max,Vit_B6,25
Circular,NL,Female,31_50_Years,Max,Vit_B6,25
Circular,NL,Male,4_8_Years,Max,Vit_B6,7
Circular,NL,Female,4_8_Years,Max,Vit_B6,7
Circular,NL,Male,51_69_Years,Max,Vit_B6,25
Circular,NL,Female,51_69_Years,Max,Vit_B6,25
Circular,NL,Male,70_Years,Max,Vit_B6,25
Circular,NL,Female,70_Years,Max,Vit_B6,25
Circular,NL,Male,9_13_Years,Max,Vit_B6,10
Circular,NL,Female,9_13_Years,Max,Vit_B6,10
Circular,NL,Male,1_3_Years,Min,Vit_B9,120
Circular,NL,Female,1_3_Years,Min,Vit_B9,120
Circular,NL,Male,4_8_Years,Min,Vit_B9,164
Circular,NL,Male,9_13_Years,Min,Vit_B9,242
Circular,NL,Male,14_18_Years,Min,Vit_B9,330
Circular,NL,Male,19_30_Years,Min,Vit_B9,330
Circular,NL,Male,31_50_Years,Min,Vit_B9,330
Circular,NL,Male,51_69_Years,Min,Vit_B9,330
Circular,NL,Male,70_Years,Min,Vit_B9,330
Circular,NL,Female,4_8_Years,Min,Vit_B9,164
Circular,NL,Female,9_13_Years,Min,Vit_B9,242
Circular,NL,Female,14_18_Years,Min,Vit_B9,330
Circular,NL,Female,19_30_Years,Min,Vit_B9,330
Circular,NL,Female,31_50_Years,Min,Vit_B9,330
Circular,NL,Female,51_69_Years,Min,Vit_B9,330
Circular,NL,Female,70_Years,Min,Vit_B9,330
Circular,NL,Male,14_18_Years,Min,Vit_C,100
Circular,NL,Female,14_18_Years,Min,Vit_C,90
Circular,NL,Male,4_8_Years,Min,Vit_C,36
Circular,NL,Female,4_8_Years,Min,Vit_C,36
Circular,NL,Male,1_3_Years,Min,Vit_C,20
Circular,NL,Male,19_30_Years,Min,Vit_C,110
Circular,NL,Male,31_50_Years,Min,Vit_C,110
Circular,NL,Male,51_69_Years,Min,Vit_C,110
Circular,NL,Male,70_Years,Min,Vit_C,110
Circular,NL,Female,1_3_Years,Min,Vit_C,20
Circular,NL,Male,9_13_Years,Min,Vit_C,60
Circular,NL,Female,9_13_Years,Min,Vit_C,60
Circular,NL,Female,19_30_Years,Min,Vit_C,95
Circular,NL,Female,31_50_Years,Min,Vit_C,95
Circular,NL,Female,51_69_Years,Min,Vit_C,95
Circular,NL,Female,70_Years,Min,Vit_C,95
Circular,NL,Male,1_3_Years,Min,Vit_D,0
Circular,NL,Male,4_8_Years,Min,Vit_D,0
Circular,NL,Male,9_13_Years,Min,Vit_D,0
Circular,NL,Male,14_18_Years,Min,Vit_D,0
Circular,NL,Male,19_30_Years,Min,Vit_D,0
Circular,NL,Male,31_50_Years,Min,Vit_D,0
Circular,NL,Male,51_69_Years,Min,Vit_D,0
Circular,NL,Male,70_Years,Min,Vit_D,0
Circular,NL,Female,1_3_Years,Min,Vit_D,0
Circular,NL,Female,4_8_Years,Min,Vit_D,0
Circular,NL,Female,9_13_Years,Min,Vit_D,0
Circular,NL,Female,14_18_Years,Min,Vit_D,0
Circular,NL,Female,19_30_Years,Min,Vit_D,0
Circular,NL,Female,31_50_Years,Min,Vit_D,0
Circular,NL,Female,51_69_Years,Min,Vit_D,0
Circular,NL,Female,70_Years,Min,Vit_D,0
Circular,NL,Male,1_3_Years,Max,Vit_D,50
Circular,NL,Female,1_3_Years,Max,Vit_D,50
Circular,NL,Male,14_18_Years,Max,Vit_D,100
Circular,NL,Female,14_18_Years,Max,Vit_D,100
Circular,NL,Male,19_30_Years,Max,Vit_D,100
Circular,NL,Female,19_30_Years,Max,Vit_D,100
Circular,NL,Male,31_50_Years,Max,Vit_D,100
Circular,NL,Female,31_50_Years,Max,Vit_D,100
Circular,NL,Male,4_8_Years,Max,Vit_D,50
Circular,NL,Female,4_8_Years,Max,Vit_D,50
Circular,NL,Male,51_69_Years,Max,Vit_D,100
Circular,NL,Female,51_69_Years,Max,Vit_D,100
Circular,NL,Male,70_Years,Max,Vit_D,100
Circular,NL,Female,70_Years,Max,Vit_D,100
Circular,NL,Male,9_13_Years,Max,Vit_D,50
Circular,NL,Female,9_13_Years,Max,Vit_D,50
Circular,NL,Male,1_3_Years,Min,Vit_E,7
Circular,NL,Female,1_3_Years,Min,Vit_E,7
Circular,NL,Male,14_18_Years,Min,Vit_E,13
Circular,NL,Male,19_30_Years,Min,Vit_E,13
Circular,NL,Male,31_50_Years,Min,Vit_E,13
Circular,NL,Male,51_69_Years,Min,Vit_E,13
Circular,NL,Male,70_Years,Min,Vit_E,13
Circular,NL,Male,9_13_Years,Min,Vit_E,13
Circular,NL,Male,4_8_Years,Min,Vit_E,9
Circular,NL,Female,4_8_Years,Min,Vit_E,9
Circular,NL,Female,9_13_Years,Min,Vit_E,11
Circular,NL,Female,14_18_Years,Min,Vit_E,1
Circular,NL,Female,19_30_Years,Min,Vit_E,11
Circular,NL,Female,31_50_Years,Min,Vit_E,11
Circular,NL,Female,51_69_Years,Min,Vit_E,11
Circular,NL,Female,70_Years,Min,Vit_E,11
Circular,NL,Male,1_3_Years,Max,Vit_E,100
Circular,NL,Female,1_3_Years,Max,Vit_E,100
Circular,NL,Male,14_18_Years,Max,Vit_E,260
Circular,NL,Female,14_18_Years,Max,Vit_E,260
Circular,NL,Male,19_30_Years,Max,Vit_E,300
Circular,NL,Female,19_30_Years,Max,Vit_E,300
Circular,NL,Male,31_50_Years,Max,Vit_E,300
Circular,NL,Female,31_50_Years,Max,Vit_E,300
Circular,NL,Male,4_8_Years,Max,Vit_E,120
Circular,NL,Female,4_8_Years,Max,Vit_E,120
Circular,NL,Male,51_69_Years,Max,Vit_E,300
Circular,NL,Female,51_69_Years,Max,Vit_E,300
Circular,NL,Male,70_Years,Max,Vit_E,300
Circular,NL,Female,70_Years,Max,Vit_E,300
Circular,NL,Male,9_13_Years,Max,Vit_E,160
Circular,NL,Female,9_13_Years,Max,Vit_E,160
Circular,NL,Male,1_3_Years,Min,Vit_K,12
Circular,NL,Male,4_8_Years,Min,Vit_K,24
Circular,NL,Male,9_13_Years,Min,Vit_K,39
Circular,NL,Male,14_18_Years,Min,Vit_K,65
Circular,NL,Male,19_30_Years,Min,Vit_K,70
Circular,NL,Male,31_50_Years,Min,Vit_K,70
Circular,NL,Male,51_69_Years,Min,Vit_K,70
Circular,NL,Male,70_Years,Min,Vit_K,70
Circular,NL,Female,1_3_Years,Min,Vit_K,12
Circular,NL,Female,4_8_Years,Min,Vit_K,24
Circular,NL,Female,9_13_Years,Min,Vit_K,39
Circular,NL,Female,14_18_Years,Min,Vit_K,65
Circular,NL,Female,19_30_Years,Min,Vit_K,70
Circular,NL,Female,31_50_Years,Min,Vit_K,70
Circular,NL,Female,51_69_Years,Min,Vit_K,70
Circular,NL,Female,70_Years,Min,Vit_K,70
Circular,NL,Male,14_18_Years,Min,Zn,14
Circular,NL,Male,1_3_Years,Min,Zn,4
Circular,NL,Male,4_8_Years,Min,Zn,6
Circular,NL,Male,9_13_Years,Min,Zn,9
Circular,NL,Male,19_30_Years,Min,Zn,9
Circular,NL,Male,31_50_Years,Min,Zn,9
Circular,NL,Male,51_69_Years,Min,Zn,9
Circular,NL,Male,70_Years,Min,Zn,9
Circular,NL,Female,1_3_Years,Min,Zn,4
Circular,NL,Female,4_8_Years,Min,Zn,6
Circular,NL,Female,9_13_Years,Min,Zn,9
Circular,NL,Female,14_18_Years,Min,Zn,12
Circular,NL,Female,19_30_Years,Min,Zn,8
Circular,NL,Female,31_50_Years,Min,Zn,8
Circular,NL,Female,51_69_Years,Min,Zn,8
Circular,NL,Female,70_Years,Min,Zn,8
Circular,NL,Male,1_3_Years,Max,Zn,7
Circular,NL,Female,1_3_Years,Max,Zn,7
Circular,NL,Male,14_18_Years,Max,Zn,22
Circular,NL,Female,14_18_Years,Max,Zn,22
Circular,NL,Male,19_30_Years,Max,Zn,25
Circular,NL,Female,19_30_Years,Max,Zn,25
Circular,NL,Male,31_50_Years,Max,Zn,25
Circular,NL,Female,31_50_Years,Max,Zn,25
Circular,NL,Male,4_8_Years,Max,Zn,10
Circular,NL,Female,4_8_Years,Max,Zn,10
Circular,NL,Male,51_69_Years,Max,Zn,25
Circular,NL,Female,51_69_Years,Max,Zn,25
Circular,NL,Male,70_Years,Max,Zn,25
Circular,NL,Female,70_Years,Max,Zn,25
Circular,NL,Male,9_13_Years,Max,Zn,13
Circular,NL,Female,9_13_Years,Max,Zn,13
"Note 1: All requirements are based on EFSA 2017, Indespensable amino acids requirements are based on FAO 2013",,,,,,
Note 2: Calorie requirements for each age and gender categorie were calculated based on corresponding height and weight provided by CBS,,,,,,
Note 3:  Fat and carbohydrate requirements were calculated as percentage of calorie requirement (recommended by EFSA 2017),,,,,,
"Reference: EFSA, 2017. Dietary reference values for nutrients summary report. EFSA Supporting Publications 14, e15121E. // FAO, 2013. Dietary protein quality evaluation in human nutrition : Report of an FAO expert consultation. Auckland, New Zealand.",,,,,,
